Q6BVZ8	25714
Q6BSH0	33951
Q6BVV5	29389
Q6BIX3	39691
Q6BN27	35315
Q6BPD1	38326
Q6BMD4	71845
Q6BPP9	45170
B5RTF3	95323
Q6BM35	111008
Q6BHS9	93921
Q6BVP3	78785
Q6BK09	80204
Q6BM51	40571
B5RU05	121250
Q6BRW9	112891
Q6BMA2	39393
Q6BR14	83824
Q6BVF5	44077
Q6BWN1	206514
Q6BVJ2	26405
Q6BKF9	49208
Q6BNW5	191519
Q6BW56	17944
Q6BS27	184257
Q6BJD6	52659
Q6BN70	14345
Q6BP85	30628
Q6BI15	21219
Q6BM96	43736
B5RV14	69198
B5RUG9	78338
Q6BND9	12216
Q6BTT8	48001
Q6BL94	18561
Q6BN49	30289
Q6BUH7	82254
Q6BY44	43010
Q6BL67	39312
Q6BSK9	30180
B5RSS4	92210
Q6BSL2	69049
Q6BVC4	38915
Q6BL00	40985
Q6BZ38	50971
Q6BJW7	70680
Q6BPH9	17736
Q6BVU9	9370
Q6BTG4	6228
Q6BLU7	54871
B5RUY2	58449
Q6BNL8	46090
Q6BHI8	19663
Q6BNC7	10051
Q6BUQ7	58626
Q6BKZ9	31149
B5RT17	8288
Q6BMC6	112797
B5RU62	21021
Q6BNH0	87550
Q6BNV9	60018
Q6BWC5	76406
Q6BLR5	66096
Q6BY88	10795
Q6BWJ0	61826
Q6BPS1	65001
B5RT78	20001
Q6BVL3	15589
Q6BWH3	13982
Q6BYD0	69360
Q6BJ49	10216
Q6BKT3	52080
Q6BP24	40352
Q6BLE6	87907
Q6BJZ4	4288
Q6BQY9	6488
B5RT85	181990
B5RUY6	19343
Q6BH76	109576
Q6BM30	41632
Q6BP95	57435
Q6BPJ2	58479
Q6BR05	68349
Q6BT46	35607
B5RSX1	36781
Q6BJU4	48275
Q6BLR6	17543
Q6BY40	23106
Q6BN28	58639
Q6BWM2	31554
Q6BVK5	50830
Q6BUZ3	77748
Q6BMV7	63519
Q6BTE2	45769
B5RTT1	171178
Q6BUK6	13411
Q6BJF1	68187
Q6BRS0	36537
Q6BIQ5	27349
Q6BZ58	47058
Q6BXZ3	41151
Q6BYA7	44170
Q6BRT6	12369
Q6BIM5	36477
Q6BIZ8	28509
B5RUI4	22147
Q6BRS4	46949
Q6BL88	173952
Q6BU50	78503
Q6BT74	31816
Q6BVI2	78551
Q6BN41	12621
Q6BHL9	75987
Q6BZ85	12772
Q6BRM8	37131
Q6BZH2	78965
Q6BWX3	19561
Q6BUL3	58806
Q6BRD7	21957
Q6BJB8	65164
Q6BRB8	45781
Q6BPQ3	87942
Q6BLG5	25336
Q6BYW2	38221
Q6BMX8	55821
Q6BXQ0	39255
Q6BU66	22605
Q6BLB1	64469
Q6BLB7	111107
Q6BUG1	15470
B5RTX7	101118
Q6BKS8	147124
B5RU26	165638
Q6BUA0	35925
Q6BQ09	34978
Q6BUD9	194922
Q6BLR8	36061
Q6BJE1	181860
Q6BWN3	29794
Q6BY48	33155
Q6BSK7	11901
Q6BX25	55695
Q6BP50	45240
Q6BZH8	36697
Q6BI14	31744
Q6BJK9	31379
Q6BZ48	34755
Q6BR50	6342
Q6BPP6	72132
Q6BZN7	37199
Q6BW52	20700
Q6BHA0	130722
B5RUX4	112807
B5RUJ3	63707
Q6BUL4	74638
Q6BXT8	8209
Q6BYK3	51706
Q6BTL9	25332
Q6BPK8	26043
Q6BVU3	73402
Q6BSM2	59431
Q6BGW6	21222
Q6BL07	35572
Q6BLB3	19618
Q6BRK9	9360
Q6BH31	19514
Q6BMA7	32165
Q6BII7	38449
Q6BNF8	7897
Q6BWY9	17260
Q6BL72	58578
Q6BGS7	17250
Q6BTN4	82486
Q6BQC1	8795
Q6BNG5	60363
Q6BSB2	103643
Q6BQS3	31589
Q6BNS0	14174
Q6BMB6	38481
B5RSV4	103113
Q6BNQ0	32354
Q6BQS7	18302
Q6BSR5	24900
Q6BKU5	13621
Q6BRV4	34714
Q6BI22	16134
Q6BRI7	64444
Q6BLQ7	6047
Q6BP57	22860
Q6BSG5	33275
Q6BWF9	35561
B5RU18	569099
Q6BKS5	10846
Q6BJM2	12778
Q6BNP3	188668
Q6BU28	73051
Q6BJZ8	85620
Q6BM56	110536
Q6BHM2	56368
B5RT30	81066
Q6BHD2	30327
Q6BZC1	100351
Q6BY66	150980
Q6BYQ8	65613
Q6BXP2	127208
Q6BNA7	61299
Q6BZB2	144453
B5RSM9	193855
Q6BKV8	76472
B5RU24	91134
Q6BXN6	33358
B5RTV1	98100
Q6BJQ6	87123
Q6BV55	48584
Q6BM19	72203
Q6BPF5	84885
Q6BPC2	47233
Q6BMY1	26939
Q6BWP1	43698
Q6BQI0	43586
Q6BX02	38045
Q6BTB8	93162
Q6BRG7	19393
Q6BX69	30317
Q6BZ92	52792
Q6BL36	50541
Q6BWD5	32394
Q6BX42	42742
Q6BIX4	11192
Q6BWF2	54239
Q6BX88	96227
Q6BSW7	41671
Q6BMM9	121265
Q6BSD2	46349
Q3V7I2	48009
Q6BQ01	97185
Q6BQN2	25811
Q6BWV6	59244
Q6BKQ8	33984
Q6BIB0	50845
Q6BX06	18608
Q6BSY6	82636
Q6BSX3	13887
Q6BSJ4	51366
Q6BQ60	47423
Q6BSK2	20478
Q6BX46	141315
Q6BR03	79133
Q6BKE5	20334
Q6BTX3	37449
Q6BLA7	30882
B5RTB7	39382
Q6BUS5	91664
Q6BQ38	72496
Q6BLP2	7309
Q6BTL6	75346
Q6BL39	22388
Q6BP54	55208
Q6BH56	133174
B5RUV6	72986
Q6BIM4	11393
Q6BSJ1	26537
Q6BVY8	22315
Q6BU40	55007
Q6BRL7	44998
Q6BW91	14692
B5RTD8	46859
Q6BZ19	100684
Q6BM32	38366
Q6BHH4	207806
B5RSS8	6485
Q6BHG8	49563
Q6BRF9	25580
Q6BI62	30850
Q6BII4	57176
Q6BHL5	143226
Q6BL29	10178
Q6BSU2	80584
Q6BY62	39382
Q6BY29	33747
Q6BHQ5	30788
Q6BMZ9	26184
Q6BWK3	44624
Q6BPT7	132969
Q6BK73	15630
Q6BUD6	80344
Q6BYS7	44897
Q6BZ18	21466
Q6BRX3	9514
Q6BGP1	73630
Q6BNX3	45037
Q6BN21	37896
B5RTZ1	36013
Q6BK45	39630
B5RTD2	71898
Q6BLJ7	74869
Q6BQQ1	37403
Q6BTY3	24019
Q6BXA4	17097
Q6BJ80	11149
Q6BQR5	87614
Q6BHQ4	13957
Q6BWU5	102725
Q6BT48	8808
Q6BW89	36955
Q6BLC0	53536
Q6BIQ6	73376
Q6BPK4	34374
B5RV45	173712
Q6BKX9	44274
B5RT19	65912
Q6BKK3	55573
Q6BGR6	119404
B5RUD2	28507
Q6BVY6	104772
Q6BGS4	11261
Q6BPL9	28605
B5RU46	4145
Q6BVZ6	50949
Q6BT63	113886
Q6BW20	23915
Q6BR45	9449
B5RT69	19289
Q6BUJ9	12874
Q6BNX6	21122
Q6BQA2	19649
Q6BQS2	77096
Q6BQV0	20496
B5RTN3	70358
Q6BKY6	55250
Q6BHA9	20645
Q6BV92	45797
Q6BJ02	123149
Q6BM17	36388
Q6BYA4	57752
Q6BTW1	35503
Q6BH62	86664
B5RT70	64266
Q6BHZ0	11417
Q6BIG6	23360
Q6BUJ1	5146
Q6BIR0	23122
Q6BS93	60843
Q6BHC6	30894
Q6BI54	40554
Q6BKH8	34398
B5RUJ4	41476
Q6BKG7	137914
Q6BNW0	61816
Q6BT85	31167
Q6BL28	9046
W0TYR8	20048
Q6BZ33	52300
B5RUU1	79537
Q6BLM4	63608
Q6BZ61	4041
Q6BQQ0	31470
Q6BLK6	76337
Q6BTD9	68553
Q6BP82	60782
Q6BWP8	50622
Q6BLT9	48648
B5RST5	28617
Q6BMN5	9114
Q6BW43	58366
Q6BJ63	20040
B5RTM9	63782
B5RSW9	7851
Q6BIB3	70960
Q6BUY8	172691
Q6BHV7	14689
Q6BR22	36297
Q6BS46	25352
Q6BIS9	109505
Q6BJH8	49919
B5RSV2	125830
Q6BNC4	34359
Q6BH96	30212
Q6BH17	40574
Q6BRH4	80465
Q6BWJ4	138932
Q6BX66	41495
Q6BW47	107267
B5RT99	140250
Q6BI05	51195
Q6BK91	204554
Q6BPI7	55126
W0TYR6	120606
Q6BJL0	67345
Q6BX20	38577
Q6BR36	88533
B5RU48	58905
Q6BPF4	27698
Q6BR68	25626
Q6BYY0	38476
B5RSU5	63987
Q6BK89	10746
Q6BS48	79320
Q6BJ67	60252
Q6BRJ5	32855
Q6BI13	59999
Q6BUK0	48243
Q6BVZ0	66145
Q6BPY1	69700
Q6BNB9	64372
B5RV57	38897
Q6BX38	40986
Q6BPE2	76183
B5RTD5	8077
Q6BT73	64007
Q6BRA3	8600
Q6BWL5	54322
Q6BJJ1	3632
B5RUE3	17557
Q6BX52	79842
Q6BVW5	51357
Q6BNC8	121205
Q6BZ27	176166
B5RSP4	92964
Q6BKW2	104358
Q6BRY7	36891
Q6BLP1	32850
Q6BPR4	6456
Q6BPE3	5877
Q6BT21	18302
Q6BR02	60245
Q6BPX9	55325
Q6BNP2	60360
Q6BLJ5	36872
Q6BZI3	104547
Q6BT65	64913
Q6BTJ5	16696
Q6BWK5	6791
Q6BMF8	52277
Q6BTL8	105551
Q6BSY4	73432
Q6BXR7	38693
B5RTU4	63356
B5RUX5	102184
Q6BH40	17221
Q6BMT1	43894
Q6BWT9	29128
Q6BU82	36078
Q6BKB9	50449
Q6BXL3	109173
Q6BNQ4	31700
Q6BVW4	31668
Q6BJJ0	8763
Q6BIJ6	49875
Q6BZB6	11240
Q6BUW2	109571
Q6BM55	63042
Q6BTI2	13572
Q6BKQ9	35789
Q6BXJ8	62989
Q6BHM7	38421
Q6BI85	13544
B5RU71	68309
B5RTU5	215730
Q6BTH1	34215
Q6BL90	16972
Q6BLD9	17225
B5RT15	22517
Q6BTD0	42147
Q6BKP0	18031
B5RTQ9	49061
Q6BWM8	7118
Q6BTD5	23866
Q6BRF5	77339
Q6BSI8	23015
Q6BLN4	70607
Q6BK46	6007
Q6BTP3	47290
Q6BQJ3	69359
Q6BH11	37126
Q6BTI6	61801
Q6BYA8	35508
Q6BU75	120580
Q6BTU1	87238
Q6BL47	37089
Q6BWG0	129357
B5RTY9	57976
Q6BUT7	52764
Q6BSS9	48581
Q6BYS3	58741
Q6BLR9	186211
Q6BXV7	12952
Q6BV93	51441
Q6BHU5	64091
Q6BUW0	34211
Q6BJQ7	27984
B5RTB1	43502
Q6BX43	67044
B5RV27	157168
Q6BXJ6	46235
Q6BL32	71692
Q6BZ84	46706
B5RUQ2	73503
B5RTA4	75983
Q6BXA6	135243
B5RTB5	58149
B5RTS5	113510
Q6BUF7	78980
Q6BJQ5	49340
Q6BXI4	21591
B5RTP3	11259
B5RU37	41171
B5RU19	119276
Q6BII8	29750
Q6BLA5	74482
Q6BP05	84030
Q6BPY2	47512
B5RU01	251962
Q6BVZ5	14895
B5RSU9	78891
B5RUB6	122334
Q6BHI1	54347
Q6BX30	49841
Q6BQB1	81744
Q6BZB0	48272
B5RTJ1	82255
Q6BPR1	92859
Q6BRQ9	69745
Q6BHT7	26384
Q6BY17	30463
Q6BLA8	5976
Q6BVI6	42809
Q6BPV4	42551
Q6BQ03	40106
B5RUS5	43744
Q6BPH3	30565
Q6BYN0	39490
Q6BHB8	31643
Q6BLX0	35649
Q6BN04	22448
Q6BNR2	91246
Q6BLC6	70953
Q6BW44	31235
Q6BTA6	72853
Q6BSE0	116531
Q6BHD8	8940
Q6BVI5	42178
Q6BQJ6	32875
Q6BYE4	33800
B5RTD6	73836
B5RU43	99794
Q6BR96	9581
Q6BK57	71811
Q6BWY3	20373
Q6BUD4	9348
Q6BS31	28621
Q6BX81	116336
Q6BL76	20207
Q6BTF6	32110
Q6BKG6	34253
Q6BL71	35437
Q6BNM1	38886
Q6BI48	38279
Q6BYF3	51859
Q6BPK3	46314
Q6BZK6	39445
Q6BWN5	57164
Q6BWC9	34275
Q6BVS4	58891
Q6BGS6	38176
Q6BYA5	49757
Q6BY76	32848
Q6BVB1	104310
Q6BZE2	75943
Q6BKJ2	96570
Q6BWP9	34734
Q6BQN4	30665
Q6BUR8	51836
Q6BHS3	83918
Q6BGV3	101516
Q6BK90	28754
B5RTD9	57710
Q6BHC4	34729
Q6BQE1	14372
Q6BWA7	39838
Q6BK49	22453
Q6BVL9	55409
Q6BME0	53880
B5RTN4	40328
B5RUW2	34503
Q6BHS4	24767
Q6BM84	23026
Q6BRT7	25902
Q6BP58	29417
Q6BXS3	26899
B5RUD8	3584
B5RUE4	13009
B5RT49	158112
Q6BUM2	26947
Q6BW37	67766
Q6BSE3	22865
Q6BIA8	43432
B5RTU6	19703
Q6BJW0	10347
Q6BKH6	54785
Q6BSB0	97092
Q6BII0	43298
Q6BUA2	41340
Q6BSA7	40335
Q6BS26	59587
Q6BQC5	23005
Q6BM47	53682
Q6BKY2	105002
B5RUG7	74958
Q6BZF7	25700
Q6BXT6	52814
B5RUT4	60661
Q6BUL8	25422
Q6BT86	31226
Q6BSF3	46867
Q6BRF2	19959
Q6BYS5	206825
Q6BYS1	86027
Q6BSD7	50062
Q6BVF3	15465
Q6BKY8	21502
Q6BL42	20756
B5RTC6	126731
B5RT84	84165
Q6BWT4	64776
Q6BWY5	31407
B5RTJ7	86588
Q6BMW8	12075
Q6BHC2	36740
Q6BYD4	243839
Q6BNP5	11440
Q6BSC1	75187
Q6BLF6	42075
Q6BPJ4	117331
Q6BIA9	60501
Q6BXN4	81574
B5RTR8	167038
Q6BPR3	23446
Q6BMA1	41909
Q6BVR1	82760
Q6BWH2	16743
Q6BJH3	53815
Q6BTB3	55620
Q6BNX5	43998
Q6BPN0	32920
Q6BM34	85542
Q6BT81	51000
Q6BMK9	74433
B5RSX8	56785
Q6BXM6	35615
B5RV13	61477
Q6BS77	69965
B5RT29	66381
Q6BH38	77874
Q6BTV8	29158
Q6BTM1	19677
Q6BNK3	30593
Q6BTG5	17686
B5RV49	21937
Q6BY26	14371
Q6BKX7	80351
Q6BN83	36149
Q6BU96	49077
Q6BGW2	28603
Q6BJ91	109978
Q6BJ28	23745
Q6BJ09	12638
Q6BWS3	7361
Q6BJ58	63267
Q6BN33	60025
Q6BR10	62294
B5RSU1	35497
Q6BIR6	29130
Q6BGZ7	6011
B5RSN1	8197
Q6BQV1	78585
B5RUY7	32663
Q6BJ97	75760
B5RTX5	47726
Q6BGU1	147435
Q6BN09	18007
B5RST3	162038
Q6BVW6	86549
Q6BSS4	12836
Q6BTH9	46841
Q6BXT1	42692
Q6BPX8	13455
Q6BN63	29230
B5RU34	135419
Q6BPV3	36717
Q6BRL6	90784
Q6BXY3	14046
Q6BIE7	30142
Q6BYY6	18827
Q6BWD0	26681
Q6BN02	55901
Q6BJA6	33162
Q6BMW7	48519
Q6BK25	200945
B5RT44	115950
Q6BKR2	59090
Q6BRF8	30035
Q6BK12	27770
Q6BJ37	36983
Q6BJ60	58481
Q6BPG0	5881
B5RU07	24762
Q6BJA4	39605
Q6BGY5	7770
Q6BI07	50155
Q6BYD7	60290
Q6BIJ9	67238
Q6BGT0	10453
Q6BZ98	9601
Q6BV70	14522
Q6BKV5	76728
Q6BWZ4	38119
B5RT96	183806
Q6BKX8	34222
B5RSR1	33273
B5RUA9	72238
B5RUG0	66761
Q6BLW4	54967
Q6BX97	7863
Q6BKZ7	46771
Q6BMC7	90500
B5RUC0	84010
Q6BSK3	54525
Q6BNR1	12294
B5RU58	96074
Q6BY70	176197
B5RTZ0	79754
Q6BL05	23256
Q6BN93	60601
Q6BU03	32891
Q6BVG1	13886
Q6BPQ2	52835
Q6BT91	50674
Q6BT19	59223
Q6BQM7	49164
Q6BNE0	60987
Q6BWP5	64481
Q6BHN1	57395
Q6BY84	50116
Q6BL75	34982
Q6BHG3	32311
B5RUF3	49406
Q6BJ59	52422
Q6BS16	104319
Q6BSQ5	39591
Q6BIV8	34014
Q6BWW3	62526
Q6BTZ1	78943
B5RSU6	108758
Q6BGZ9	13581
Q6BLM9	17267
Q6BJR0	56319
Q6BH30	35773
Q6BGP0	10740
Q6BV90	142681
Q6BNT6	24635
Q6BIE9	18184
B5RTF8	85245
Q6BLU2	56472
Q6BXA8	22172
Q6BWN0	6146
B5RUS1	56016
Q6BZF5	66367
Q6BJS3	26802
Q6BM10	88144
Q6BUS2	19696
B5RTP9	8642
Q6BPG5	118356
Q6BMM1	36561
Q6BJJ5	37405
Q6BY11	43864
Q6BNA5	21799
Q6BHW1	69350
Q6BT40	11619
Q6BV48	33123
Q6BX16	8702
Q6BNB1	23646
B5RSN7	5156
Q6BP22	36018
Q6BQS6	75018
Q6BYM3	38718
Q6BM48	72844
Q6BNK5	24478
Q6BGY6	4810
Q6BI33	61188
B5RV53	32441
B5RT72	46971
B5RSY7	44362
Q6BI08	18940
Q6BW82	54398
B5RTX8	69416
Q6BUW8	55521
B5RU03	58068
Q6BXK5	72120
Q6BJD1	90139
Q6BTI1	9401
Q6BIS5	75660
Q6BUN7	128872
W0TYQ9	37352
Q6BM57	21469
Q6BTR6	23438
Q6BQW6	41560
B5RTC1	27823
Q6BH74	74533
W0TYU3	39434
Q6BVU2	76183
Q6BME7	48485
B5RTE3	71613
Q6BUS7	70810
Q6BMZ8	31642
Q6BM87	21797
Q6BJ70	26794
Q6BK55	15480
B5RT11	41059
Q6BI16	70809
B5RV19	53585
Q6BTJ1	20120
Q6BNF2	113280
Q6BV53	59027
Q6BV62	39376
B5RSV3	6885
Q6BKS3	26118
Q6BH51	191056
B5RTY3	8308
Q6BHQ0	61436
Q6BIW5	28867
Q6BVC6	58255
Q6BY41	15959
Q6BMI4	72409
B5RUR4	147090
Q6BHW9	54348
Q6BPA1	74595
Q6BKY0	26848
Q6BU55	60956
Q6BPE5	6160
Q6BN45	65891
Q6BV15	66117
Q6BY53	16835
Q6BQM2	99544
Q6BMG4	50948
Q6BTR3	26756
Q6BVG9	95302
Q6BIN9	44574
Q6BKL9	43255
Q6BPV0	9331
B5RTZ2	135016
Q6BLZ3	84402
Q6BRF3	60777
Q6BQL3	16368
Q6BPC9	183133
Q6BXH1	34698
Q6BRU1	56414
Q6BGV7	28159
Q6BHA2	27794
Q6BTF9	57381
Q6BS10	41503
Q6BVK4	81809
Q6BHP4	64704
B5RTB3	193299
Q6BNS7	59849
Q6BNB0	7952
Q6BY67	35746
Q6BLH4	29945
Q6BS79	21961
B5RTB6	77445
Q6BKH4	34986
Q6BV99	25387
B5RUC8	36971
Q6BS11	51560
Q6BL57	39545
Q6BP06	50347
Q6BPB6	53802
Q6BL81	75107
Q6BJ29	91011
Q6BV74	65562
Q6BM65	19139
Q6BNM2	30043
Q6BY96	86188
Q6BPX6	63780
Q6BZ72	71524
B5RT61	102450
Q6BLM8	17045
Q6BQ90	69550
Q6BPQ4	18402
Q6BIU7	19942
Q6BUR7	36463
Q6BYF1	37000
Q6BHF9	30441
Q6BYR4	27753
Q6BMN9	113489
Q6BQJ5	58150
Q6BPI2	11872
Q6BU93	46123
Q6BGV8	101264
Q6BRQ4	3256
Q6BXW4	47464
B5RT81	73189
Q6BYM5	30714
Q6BVD3	61211
Q6BLT8	4645
B5RTS0	5680
Q6BMU7	23430
Q6BYD8	119682
Q6BGP7	65800
Q6BH82	77906
Q6BJ12	20162
Q6BQU5	41819
Q6BU32	61869
Q6BUF0	61704
Q6BME6	32696
B5RSQ0	71620
Q6BQE8	66755
Q6BJI1	8075
B4F4L4	22372
Q6BQD4	63342
Q6BK14	121372
Q6BHV9	69482
B5RSS2	61008
Q6BS04	18656
Q6BHX6	57976
Q6BQ78	50631
Q6BVM5	45001
Q6BM67	53576
Q6BR21	82087
Q6BX60	49976
Q6BNV6	64839
Q6BXI9	124309
B5RTW7	10164
Q6BNC3	11834
Q6BMT4	206505
Q6BU77	47084
Q6BJY6	42703
Q6BXH0	65225
Q6BSV1	63728
Q6BIA3	50291
Q6BRA5	35026
Q6BPG3	30717
Q6BNT0	56114
Q6BKL1	61997
B5RUQ1	83303
Q6BGT5	27520
Q6BRW1	36056
Q6BHV2	53902
Q6BQ50	16026
Q6BQ89	43058
Q6BT82	32838
Q6BWU8	54509
Q6BH35	21742
Q6BTR4	35640
Q6BN46	11055
B5RTT4	62786
Q6BN51	22382
B5RT06	5146
B5RSW4	53741
Q6BLL9	30194
Q6BL04	54392
Q6BQR1	10433
B5RTD1	57597
Q6BLG0	19492
Q6BHH8	23504
Q6BR15	42777
B5RU57	59621
Q6BI78	75512
Q6BTP6	85033
Q6BY99	66211
Q6BWN9	65455
Q6BKR9	59891
Q6BP81	33316
B5RSS9	58775
Q6BY75	98891
Q6BPP1	34299
Q6BZ21	41188
Q6BMW2	13094
B5RUC7	32989
Q6BQQ5	72487
Q6BXP6	65354
Q6BQA4	80747
B5RT93	63919
B5RU75	73234
Q6BZE7	47627
Q6BQW0	71193
Q6BV17	7034
Q6BZ88	36865
B5RSY6	71531
Q6BS66	121180
Q6BJW9	129907
B5RTD4	9319
Q6BVU8	6441
Q6BYT4	8870
Q6BRX0	39339
Q6BSA3	116452
Q6BPI3	124941
Q6BP25	22636
Q6BWC6	48927
Q6BQY2	67319
B5RV30	59087
B5RTK1	34251
Q6BYL8	52386
Q6BJM1	111524
Q6BXG3	25423
Q6BSF5	67545
Q6BT94	7987
Q6BYI2	86620
Q6BYP4	99362
Q6BZK5	61030
B5RUY1	81520
Q6BMT9	47207
Q6BKW9	11390
Q6BVM2	80761
Q6BJH7	92799
Q6BMG8	62672
Q6BN37	62791
Q6BVQ8	36257
Q6BWY7	30059
B5RTL3	19985
Q6BH90	40859
Q6BQ66	8985
Q6BIW4	13294
Q6BJK8	7810
Q6BVP6	36220
Q6BYD1	64185
B5RUA3	120424
Q6BXA5	40565
Q6BJ85	16802
Q6BX22	52897
B5RUL1	80631
B5RTE9	103098
B5RTT6	84895
Q6BRA0	57538
Q6BLP0	60313
Q6BNN9	181398
Q6BTY7	37584
Q6BT36	34206
Q6BLP8	23336
Q6BX79	30333
Q6BIE5	46773
Q6BYY2	27635
B5RTA6	52548
Q6BQX3	224551
Q6BWV9	129108
Q6BP73	69862
Q6BLU1	93763
B5RTH1	152628
Q6BQX1	28041
Q6BYJ9	56764
Q6BTZ0	30088
Q6BUX3	50058
B5RTH5	49383
Q6BPG4	46770
Q6BJR1	66070
B5RTX4	41000
B5RT75	79695
Q6BTA1	15183
Q6BMH1	67197
Q6BNL3	61890
Q6BW26	56467
Q6BTG1	25751
Q6BK41	35906
Q6BKF1	53751
B5RU70	35425
Q6BI40	73652
Q6BQY7	61058
Q6BMN2	51745
Q6BZG8	21318
Q6BMY6	47122
Q6BLP5	17855
Q6BRI9	71562
Q6BLP6	22797
Q6BTI0	14487
Q6BVM6	91756
Q6BNZ9	34892
B5RU20	53030
Q6BJX7	74024
Q6BN60	12028
Q6BJ76	24830
Q6BQP4	52142
B5RUT8	183862
Q6BXI6	52984
Q6BWE9	86246
Q6BUR4	97845
Q6BJ95	46706
Q6BJZ3	30847
Q6BKC7	12575
Q6BY00	36561
B5RT76	136143
Q6BJ32	7151
Q6BSA1	46692
Q6BIJ7	24092
Q6BUV3	123330
Q6BUQ8	94772
Q6BK01	18947
Q6BYH9	53772
B5RT83	36172
Q6BQE5	60657
B5RU12	48041
Q6BV29	16864
Q6BH92	220200
Q6BIB7	44896
Q6BM85	15258
Q6BM22	101574
Q6BV67	28706
Q6BZA3	126457
Q6BUT1	61907
Q6BI28	30752
Q6BIV3	29715
B5RUZ3	31870
Q6BHN2	37743
Q6BS03	51569
Q6BXY0	17242
Q6BPA4	49826
Q6BZ12	62938
Q6BWC3	64849
Q6BRF6	51738
Q6BT47	40964
Q6BQR0	9015
Q6BRH1	24820
Q6BX37	31044
Q6BIY7	51453
Q6BNG0	48734
Q6BMY5	22941
Q6BLA3	127887
Q6BZI4	34300
Q6BSB1	42296
Q6BUU9	63324
Q6BQV8	34127
Q2P9R3	43302
Q6BUE1	38788
