category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p.adjust.over_represented	p.adjust.under_represented
GO:0006032	0.0946563591180908	0.996905368999747	1	3	chitin catabolic process	BP	1	1
GO:0008061	0.0946563591180908	0.996905368999747	1	3	chitin binding	MF	1	1
GO:0015914	0.0971253921835867	0.996103334818243	1	5	phospholipid transport	BP	1	1
GO:0140326	0.0971253921835867	0.996103334818243	1	5	NA	NA	1	1
GO:0000162	0.097615481672587	0.996704161025165	1	3	tryptophan biosynthetic process	BP	1	1
GO:0016620	0.0992563679952311	0.984782153343194	2	17	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	MF	1	1
GO:0006874	0.0992653154766029	0.996173906052778	1	4	cellular calcium ion homeostasis	BP	1	1
GO:0009395	0.102066548551001	0.99594978365283	1	4	phospholipid catabolic process	BP	1	1
GO:0016998	0.107206526739739	0.99552113888179	1	4	cell wall macromolecule catabolic process	BP	1	1
GO:0006520	0.110402812185046	0.981902002254893	2	18	cellular amino acid metabolic process	BP	1	1
GO:0070417	0.110416300514025	0.995241975438156	1	4	cellular response to cold	BP	1	1
GO:0006094	0.111403517541003	0.995154330645937	1	4	gluconeogenesis	BP	1	1
GO:0006090	0.112906375975936	0.99501929208403	1	4	pyruvate metabolic process	BP	1	1
GO:0070509	0.1146637610344	0.994858905100313	1	4	calcium ion import	BP	1	1
GO:0015205	0.117478764554039	0.994596412012559	1	4	nucleobase transmembrane transporter activity	MF	1	1
GO:0015851	0.117478764554039	0.994596412012559	1	4	nucleobase transport	BP	1	1
GO:0006913	0.119599239306555	0.979451315986251	2	18	nucleocytoplasmic transport	BP	1	1
GO:0071468	0.12027083991907	0.994329242477004	1	4	cellular response to acidic pH	BP	1	1
GO:0036267	0.12249637444992	0.993732520277978	1	5	invasive filamentous growth	BP	1	1
GO:0004620	0.123208619586325	0.993657429317617	1	5	phospholipase activity	MF	1	1
GO:0004568	0.124935118503943	0.993867711921568	1	4	chitinase activity	MF	1	1
GO:0070785	0.125007063195112	0.993465721196231	1	5	negative regulation of growth of unicellular organism as a thread of attached cells	BP	1	1
GO:0008168	0.1251483133841	0.966285695984408	3	38	methyltransferase activity	MF	1	1
GO:0008677	0.130432991070272	0.993299106504512	1	4	2-dehydropantoate 2-reductase activity	MF	1	1
GO:0016702	0.13157263498866	0.993177893795852	1	4	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	MF	1	1
GO:0008199	0.131800234663011	0.993153548090825	1	4	ferric iron binding	MF	1	1
GO:0051056	0.133301740382318	0.992031441647485	1	7	regulation of small GTPase mediated signal transduction	BP	1	1
GO:0016791	0.136000034770094	0.974576333815477	2	20	phosphatase activity	MF	1	1
GO:0006825	0.137276417704997	0.992076990993784	1	5	copper ion transport	BP	1	1
GO:0000030	0.144227603544243	0.971812530568464	2	23	mannosyltransferase activity	MF	1	1
GO:0006878	0.14629825611635	0.990964880141019	1	5	cellular copper ion homeostasis	BP	1	1
GO:0006751	0.147067460213909	0.990866458079533	1	5	glutathione catabolic process	BP	1	1
GO:0003700	0.156897311580705	0.942532611351577	4	69	DNA-binding transcription factor activity	MF	1	1
GO:0006038	0.158744827248839	0.988575518872684	1	7	cell wall chitin biosynthetic process	BP	1	1
GO:0006488	0.159327331247051	0.989220545570971	1	5	dolichol-linked oligosaccharide biosynthetic process	BP	1	1
GO:0015940	0.160813690913632	0.989011052476962	1	5	pantothenate biosynthetic process	BP	1	1
GO:0006725	0.161362370620099	0.988933172223761	1	5	cellular aromatic compound metabolic process	BP	1	1
GO:0006855	0.17014259698626	0.987158384752896	1	6	drug transmembrane transport	BP	1	1
GO:1900436	0.172600059569912	0.962125763416883	2	26	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation	BP	1	1
GO:0016597	0.175655045295671	0.986279042610444	1	6	amino acid binding	MF	1	1
GO:0004525	0.178442638136636	0.985822385040423	1	6	ribonuclease III activity	MF	1	1
GO:0006779	0.181451657145779	0.985320371997632	1	6	porphyrin-containing compound biosynthetic process	BP	1	1
GO:0008652	0.182904750633134	0.984672600028905	1	7	cellular amino acid biosynthetic process	BP	1	1
GO:0019346	0.183214908444945	0.985021800704346	1	6	transsulfuration	BP	1	1
GO:0006284	0.18831093750722	0.98414053698722	1	6	base-excision repair	BP	1	1
GO:0008270	0.188781635721313	0.885680101302722	12	316	zinc ion binding	MF	1	1
GO:0010811	0.190088185702319	0.955566820216514	2	28	positive regulation of cell-substrate adhesion	BP	1	1
GO:0016747	0.190936611236367	0.937379552346974	3	45	transferase activity, transferring acyl groups other than amino-acyl groups	MF	1	1
GO:0016874	0.196322126813453	0.981889345587171	1	8	ligase activity	MF	1	1
GO:1990277	0.196950114271205	0.98211716231582	1	7	parasexual conjugation with cellular fusion	BP	1	1
GO:0015297	0.198024561637547	0.981912841186437	1	7	antiporter activity	MF	1	1
GO:1900189	0.202661666383354	0.950617703382811	2	29	positive regulation of cell adhesion involved in single-species biofilm formation	BP	1	1
GO:0000105	0.204082133398536	0.980737177344753	1	7	histidine biosynthetic process	BP	1	1
GO:0009277	0.20720458857869	0.929153138878905	3	50	fungal-type cell wall	CC	1	1
GO:0007165	0.208427514011888	0.928413874764721	3	53	signal transduction	BP	1	1
GO:0030246	0.211611888511758	0.978816036181666	1	8	carbohydrate binding	MF	1	1
GO:0004553	0.213749074973386	0.946061265959808	2	30	hydrolase activity, hydrolyzing O-glycosyl compounds	MF	1	1
GO:1900443	0.216802183132426	0.977384279169282	1	9	regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	BP	1	1
GO:0006879	0.22115830867069	0.976762828997785	1	8	cellular iron ion homeostasis	BP	1	1
GO:0000981	0.221469255327338	0.906887200992051	4	95	DNA-binding transcription factor activity, RNA polymerase II-specific	MF	1	1
GO:0004674	0.222626413855326	0.942129352359619	2	33	protein serine/threonine kinase activity	MF	1	1
GO:0008299	0.230057417783522	0.974754317637618	1	8	isoprenoid biosynthetic process	BP	1	1
GO:0005215	0.235498778424588	0.936706072785486	2	31	transporter activity	MF	1	1
GO:0000287	0.243825747786466	0.932986536205258	2	31	magnesium ion binding	MF	1	1
GO:0009086	0.255640640781166	0.968003736623225	1	9	methionine biosynthetic process	BP	1	1
GO:0006807	0.258043496181122	0.966991753559024	1	10	nitrogen compound metabolic process	BP	1	1
GO:0046658	0.272162568060242	0.96304430977033	1	10	anchored component of plasma membrane	CC	1	1
GO:0046873	0.277545129712218	0.961121680187085	1	11	metal ion transmembrane transporter activity	MF	1	1
GO:0016772	0.280967405004926	0.914729752753171	2	37	transferase activity, transferring phosphorus-containing groups	MF	1	1
GO:0006078	0.281642965450625	0.959890181557826	1	11	(1->6)-beta-D-glucan biosynthetic process	BP	1	1
GO:0006865	0.286850573295525	0.958293725346142	1	11	amino acid transport	BP	1	1
GO:1900445	0.289052380077724	0.910458495855442	2	39	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	BP	1	1
GO:0005096	0.299188322202065	0.953497090130022	1	14	GTPase activator activity	MF	1	1
GO:0016758	0.304331549479169	0.952322287578102	1	12	transferase activity, transferring hexosyl groups	MF	1	1
GO:0042910	0.305168518448991	0.952041065228019	1	12	xenobiotic transmembrane transporter activity	MF	1	1
GO:0007049	0.313791787427707	0.949461902143857	1	11	cell cycle	BP	1	1
GO:0000413	0.318174218849942	0.947932745760879	1	11	protein peptidyl-prolyl isomerization	BP	1	1
GO:0045944	0.329363237731426	0.888401629069234	2	41	positive regulation of transcription by RNA polymerase II	BP	1	1
GO:0006464	0.339297746632288	0.938794296799189	1	15	cellular protein modification process	BP	1	1
GO:0007155	0.344031044632618	0.936933789398022	1	15	cell adhesion	BP	1	1
GO:0003333	0.34662839220751	0.936184021614952	1	14	amino acid transmembrane transport	BP	1	1
GO:0015171	0.34662839220751	0.936184021614952	1	14	amino acid transmembrane transporter activity	MF	1	1
GO:0042626	0.352047925220585	0.932844075378989	1	19	ATPase activity, coupled to transmembrane movement of substances	MF	1	1
GO:0008080	0.354860399055857	0.933197673458464	1	13	N-acetyltransferase activity	MF	1	1
GO:0000790	0.358339854587145	0.931414442455983	1	14	nuclear chromatin	CC	1	1
GO:0030428	0.361881899334852	0.929350186154727	1	16	cell septum	CC	1	1
GO:0016491	0.362812759196708	0.761417481683419	9	234	oxidoreductase activity	MF	1	1
GO:0033554	0.368055972492767	0.927302860917138	1	14	cellular response to stress	BP	1	1
GO:0046983	0.369353211291885	0.92674315969678	1	14	protein dimerization activity	MF	1	1
GO:0005543	0.382900244074563	0.918857441127306	1	22	phospholipid binding	MF	1	1
GO:0007264	0.387440402695968	0.852811451109585	2	42	small GTPase mediated signal transduction	BP	1	1
GO:0016881	0.389948249169243	0.917511945542945	1	14	acid-amino acid ligase activity	MF	1	1
GO:0071280	0.402203702212647	0.910692594795578	1	17	cellular response to copper ion	BP	1	1
GO:0070783	0.407278749975451	0.907684299105138	1	19	growth of unicellular organism as a thread of attached cells	BP	1	1
GO:0003755	0.408345230586622	0.908309082500748	1	15	peptidyl-prolyl cis-trans isomerase activity	MF	1	1
GO:0016757	0.415135961740874	0.903959112033	1	18	transferase activity, transferring glycosyl groups	MF	1	1
GO:0006355	0.415851105118856	0.740629641995258	6	189	regulation of transcription, DNA-templated	BP	1	1
GO:0015031	0.417028962176069	0.832891784403161	2	42	protein transport	BP	1	1
GO:0000122	0.417049513035466	0.902978089873279	1	18	negative regulation of transcription by RNA polymerase II	BP	1	1
GO:0016773	0.422520643290191	0.899650512411448	1	20	phosphotransferase activity, alcohol group as acceptor	MF	1	1
GO:0036177	0.433243622407048	0.894159392494733	1	19	filamentous growth of a population of unicellular organisms in response to pH	BP	1	1
GO:0005975	0.436777279247956	0.778873464901886	3	80	carbohydrate metabolic process	BP	1	1
GO:0051287	0.444457014863593	0.88824818128394	1	18	NAD binding	MF	1	1
GO:0005789	0.448504939030597	0.885962833920959	1	18	endoplasmic reticulum membrane	CC	1	1
GO:0005525	0.449112089621365	0.769057327051587	3	78	GTP binding	MF	1	1
GO:0006281	0.457565224659654	0.802524764721928	2	53	DNA repair	BP	1	1
GO:0009272	0.459478180485656	0.87931827435083	1	19	fungal-type cell wall biogenesis	BP	1	1
GO:0071467	0.466593960536055	0.874546463994871	1	21	cellular response to pH	BP	1	1
GO:0003924	0.479952002161482	0.785256569578188	2	52	GTPase activity	MF	1	1
GO:1900231	0.485699698299766	0.862664902431991	1	21	regulation of single-species biofilm formation on inanimate substrate	BP	1	1
GO:1900430	0.495068501717399	0.856091687719832	1	23	positive regulation of filamentous growth of a population of unicellular organisms	BP	1	1
GO:0031505	0.495259436102974	0.729844347935924	3	87	fungal-type cell wall organization	BP	1	1
GO:0034599	0.521263550907574	0.750781909015086	2	57	cellular response to oxidative stress	BP	1	1
GO:0004672	0.534479542559886	0.6661601614402	4	137	protein kinase activity	MF	1	1
GO:0050661	0.536523955490729	0.826764625218758	1	24	NADP binding	MF	1	1
GO:0006396	0.542968636749198	0.821463615259229	1	26	RNA processing	BP	1	1
GO:1903561	0.546168743679536	0.728787915083008	2	58	extracellular vesicle	CC	1	1
GO:0070887	0.546312469208957	0.818704347504465	1	27	cellular response to chemical stimulus	BP	1	1
GO:0043565	0.548237304725637	0.72699627178423	2	57	sequence-specific DNA binding	MF	1	1
GO:0042025	0.54873686734881	0.680410798246607	3	109	host cell nucleus	CC	1	1
GO:0006468	0.56298168073503	0.638459664675039	4	141	protein phosphorylation	BP	1	1
GO:0006357	0.567438076870471	0.708736096107422	2	65	regulation of transcription by RNA polymerase II	BP	1	1
GO:0006511	0.608808195396086	0.765023554515409	1	33	ubiquitin-dependent protein catabolic process	BP	1	1
GO:0016887	0.610045134976245	0.762959387124288	1	40	ATPase activity	MF	1	1
GO:0016787	0.620058799009154	0.609057556156442	3	103	hydrolase activity	MF	1	1
GO:0016616	0.622715903447349	0.752750060923852	1	29	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MF	1	1
GO:0006886	0.625202127556633	0.650895848474999	2	73	intracellular protein transport	BP	1	1
GO:0055114	0.642628302297769	0.492476527114124	9	301	oxidation-reduction process	BP	1	1
GO:0004713	0.655950534951663	0.617267151131715	2	81	protein tyrosine kinase activity	MF	1	1
GO:0036171	0.678983906902756	0.692980909102473	1	38	filamentous growth of a population of unicellular organisms in response to chemical stimulus	BP	1	1
GO:0005506	0.718245840908774	0.646525589804286	1	38	iron ion binding	MF	1	1
GO:0000166	0.722665637050332	0.442725092073166	5	218	nucleotide binding	MF	1	1
GO:0005737	0.734477139188282	0.447669957638133	4	157	cytoplasm	CC	1	1
GO:0009405	0.742824018172025	0.404222298980928	6	246	pathogenesis	BP	1	1
GO:0006457	0.747167896025717	0.608342255585302	1	41	protein folding	BP	1	1
GO:0009267	0.758901752348521	0.416281353329306	4	177	cellular response to starvation	BP	1	1
GO:0044011	0.762289928123618	0.48507986597243	2	93	single-species biofilm formation on inanimate substrate	BP	1	1
GO:0005524	0.766980273222202	0.342875682782186	10	444	ATP binding	MF	1	1
GO:0036180	0.767143949958493	0.387151385315299	5	221	filamentous growth of a population of unicellular organisms in response to biotic stimulus	BP	1	1
GO:0036170	0.771605603713257	0.399603630555272	4	181	filamentous growth of a population of unicellular organisms in response to starvation	BP	1	1
GO:0005576	0.819711589461973	0.400669813933738	2	95	extracellular region	CC	1	1
GO:0044182	0.823607799956711	0.352243992962264	3	153	filamentous growth of a population of unicellular organisms	BP	1	1
GO:0005739	0.841226665739315	0.458128818599088	1	55	mitochondrion	CC	1	1
GO:0071216	0.876720205114657	0.247012035853525	4	214	cellular response to biotic stimulus	BP	1	1
GO:0009986	0.877820799189328	0.301898445363073	2	113	cell surface	CC	1	1
GO:0030447	0.890356749839498	0.18963794092848	8	390	filamentous growth	BP	1	1
GO:0030448	0.896602888613726	0.34377883786386	1	76	hyphal growth	BP	1	1
GO:0006351	0.913168851023977	0.30403762920493	1	92	transcription, DNA-templated	BP	1	1
GO:0062040	0.915079459235272	0.300167248381715	1	71	fungal biofilm matrix	CC	1	1
GO:0017111	0.93073170981148	0.258705849143377	1	102	nucleoside-triphosphatase activity	MF	1	1
GO:0003723	0.94187312806449	0.228084919706118	1	91	RNA binding	MF	1	1
GO:0005886	0.955874068575874	0.106095018561217	4	244	plasma membrane	CC	1	1
GO:0003677	0.966908903094672	0.0921920935792244	3	248	DNA binding	MF	1	1
GO:0005634	0.967550171943045	0.081687692570177	4	289	nucleus	CC	1	1
GO:0005622	0.973867676169854	0.0757339169776924	3	218	intracellular	CC	1	1
GO:0035690	0.987928353718164	0.0391493282621374	3	268	cellular response to drug	BP	1	1
GO:0003676	0.993220190430495	0.0287724798669957	2	240	nucleic acid binding	MF	1	1
GO:0005730	1	0.673188686852653	0	13	nucleolus	CC	1	1
GO:0000001	1	0.945176724105743	0	2	mitochondrion inheritance	BP	1	1
GO:0000002	1	0.892034558419471	0	4	mitochondrial genome maintenance	BP	1	1
GO:0000009	1	0.933443705339571	0	2	alpha-1,6-mannosyltransferase activity	MF	1	1
GO:0000011	1	0.808583388561861	0	8	vacuole inheritance	BP	1	1
GO:0000015	1	0.934478539461187	0	2	phosphopyruvate hydratase complex	CC	1	1
GO:0000023	1	0.972374941181436	0	1	maltose metabolic process	BP	1	1
GO:0000025	1	0.972374941181436	0	1	maltose catabolic process	BP	1	1
GO:0000026	1	0.84896461619234	0	5	alpha-1,2-mannosyltransferase activity	MF	1	1
GO:0000027	1	0.979779803766295	0	1	ribosomal large subunit assembly	BP	1	1
GO:0000028	1	0.972063036022684	0	1	ribosomal small subunit assembly	BP	1	1
GO:0000031	1	0.904104634297463	0	3	mannosylphosphate transferase activity	MF	1	1
GO:0000032	1	0.683072755865901	0	12	cell wall mannoprotein biosynthetic process	BP	1	1
GO:0000038	1	0.965387500523621	0	1	very long-chain fatty acid metabolic process	BP	1	1
GO:0000045	1	0.964814904189074	0	1	autophagosome assembly	BP	1	1
GO:0000049	1	0.873907773528888	0	4	tRNA binding	MF	1	1
GO:0000055	1	0.975597277689662	0	1	ribosomal large subunit export from nucleus	BP	1	1
GO:0000062	1	0.932028451400751	0	2	fatty-acyl-CoA binding	MF	1	1
GO:0000070	1	0.779607428129789	0	8	mitotic sister chromatid segregation	BP	1	1
GO:0000075	1	0.956248894975599	0	2	cell cycle checkpoint	BP	1	1
GO:0000076	1	0.979779803660415	0	1	DNA replication checkpoint	BP	1	1
GO:0000077	1	0.79011149002462	0	8	DNA damage checkpoint	BP	1	1
GO:0000079	1	0.714855840433515	0	10	regulation of cyclin-dependent protein serine/threonine kinase activity	BP	1	1
GO:0000082	1	0.888005359455948	0	4	G1/S transition of mitotic cell cycle	BP	1	1
GO:0000083	1	0.934852569828364	0	3	regulation of transcription involved in G1/S transition of mitotic cell cycle	BP	1	1
GO:0000085	1	0.977901801537875	0	1	mitotic G2 phase	BP	1	1
GO:0000086	1	0.904212487839639	0	4	G2/M transition of mitotic cell cycle	BP	1	1
GO:0000087	1	0.941975629003799	0	2	mitotic M phase	BP	1	1
GO:0000089	1	0.970905094630563	0	1	mitotic metaphase	BP	1	1
GO:0000093	1	0.970905094630563	0	1	mitotic telophase	BP	1	1
GO:0000097	1	0.979779803649406	0	1	sulfur amino acid biosynthetic process	BP	1	1
GO:0000103	1	0.874625439400641	0	4	sulfate assimilation	BP	1	1
GO:0000104	1	0.938850907702321	0	2	succinate dehydrogenase activity	MF	1	1
GO:0000107	1	0.970315038845281	0	1	imidazoleglycerol-phosphate synthase activity	MF	1	1
GO:0000123	1	0.932279901911615	0	2	histone acetyltransferase complex	CC	1	1
GO:0000124	1	0.910620475698129	0	3	SAGA complex	CC	1	1
GO:0000128	1	0.818607721266437	0	7	flocculation	BP	1	1
GO:0000131	1	0.742037424651205	0	11	incipient cellular bud site	CC	1	1
GO:0000132	1	0.95965282322124	0	2	establishment of mitotic spindle orientation	BP	1	1
GO:0000139	1	0.919870285669429	0	3	Golgi membrane	CC	1	1
GO:0000142	1	0.871069792012603	0	6	cellular bud neck contractile ring	CC	1	1
GO:0000144	1	0.871801981511061	0	4	cellular bud neck septin ring	CC	1	1
GO:0000145	1	0.918725812785867	0	4	exocyst	CC	1	1
GO:0000147	1	0.979779803661962	0	1	actin cortical patch assembly	BP	1	1
GO:0000150	1	0.913291838972835	0	3	recombinase activity	MF	1	1
GO:0000151	1	0.885789935427245	0	4	ubiquitin ligase complex	CC	1	1
GO:0000154	1	0.932400542661072	0	2	rRNA modification	BP	1	1
GO:0000155	1	0.959964888155474	0	2	phosphorelay sensor kinase activity	MF	1	1
GO:0000156	1	0.858050639490579	0	6	phosphorelay response regulator activity	MF	1	1
GO:0000159	1	0.886039042675059	0	4	protein phosphatase type 2A complex	CC	1	1
GO:0000160	1	0.827815575274362	0	7	phosphorelay signal transduction system	BP	1	1
GO:0000172	1	0.931237359093739	0	2	ribonuclease MRP complex	CC	1	1
GO:0000176	1	0.976447611277562	0	1	nuclear exosome (RNase complex)	CC	1	1
GO:0000178	1	0.96527853242782	0	1	exosome (RNase complex)	CC	1	1
GO:0000179	1	0.932400542661072	0	2	rRNA (adenine-N6,N6-)-dimethyltransferase activity	MF	1	1
GO:0000183	1	0.96526183952199	0	1	chromatin silencing at rDNA	BP	1	1
GO:0000184	1	0.979546296140921	0	1	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	BP	1	1
GO:0000186	1	0.977123271844521	0	1	activation of MAPKK activity	BP	1	1
GO:0000188	1	0.951420091803587	0	2	inactivation of MAPK activity	BP	1	1
GO:0000213	1	0.932006576954246	0	2	tRNA-intron endonuclease activity	MF	1	1
