category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p.adjust.over_represented	p.adjust.under_represented
GO:0005178	0.0946771827227792	1	1	1	integrin binding	MF	1	1
GO:0045916	0.0946771827227792	1	1	1	negative regulation of complement activation	BP	1	1
GO:0052085	0.0946771827227792	1	1	1	negative regulation by symbiont of host T-cell mediated immune response	BP	1	1
GO:0070051	0.0946771827227792	1	1	1	fibrinogen binding	MF	1	1
GO:0030688	0.0956565134183459	1	1	1	preribosome, small subunit precursor	CC	1	1
GO:0006114	0.0962554007353707	1	1	1	glycerol biosynthetic process	BP	1	1
GO:0000463	0.0967151501417284	1	1	1	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	1	1
GO:0000247	0.0974969221483989	1	1	1	C-8 sterol isomerase activity	MF	1	1
GO:0031429	0.0975542656702697	1	1	1	box H/ACA snoRNP complex	CC	1	1
GO:0052164	0.0978240295968947	1	1	1	modulation by symbiont of defense-related host reactive oxygen species production	BP	1	1
GO:0071451	0.0978240295968947	1	1	1	cellular response to superoxide	BP	1	1
GO:0008686	0.0978494867524676	1	1	1	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	MF	1	1
GO:0000906	0.098661580190479	1	1	1	6,7-dimethyl-8-ribityllumazine synthase activity	MF	1	1
GO:0009349	0.098661580190479	1	1	1	riboflavin synthase complex	CC	1	1
GO:0004131	0.098898485321434	1	1	1	cytosine deaminase activity	MF	1	1
GO:0019858	0.098898485321434	1	1	1	cytosine metabolic process	BP	1	1
GO:0022857	0.100544179819789	0.939777973053621	17	172	transmembrane transporter activity	MF	1	1
GO:0004088	0.104419624792798	0.997131542100078	1	2	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	MF	1	1
GO:0006541	0.104419624792798	0.997131542100078	1	2	glutamine metabolic process	BP	1	1
GO:0006543	0.104419624792798	0.997131542100078	1	2	glutamine catabolic process	BP	1	1
GO:0070409	0.104419624792798	0.997131542100078	1	2	carbamoyl phosphate biosynthetic process	BP	1	1
GO:0034755	0.106531653066783	0.985186947765872	2	7	iron ion transmembrane transport	BP	1	1
GO:0019843	0.110348285672739	0.985077746272335	2	6	rRNA binding	MF	1	1
GO:0000293	0.113090335881564	0.996619397774302	1	2	ferric-chelate reductase activity	MF	1	1
GO:0044406	0.116667940313779	0.963131139008562	4	26	adhesion of symbiont to host	BP	1	1
GO:0048288	0.117488414796595	0.996342509417014	1	2	nuclear membrane fusion involved in karyogamy	BP	1	1
GO:0055072	0.124603655815351	0.995869889057287	1	2	iron ion homeostasis	BP	1	1
GO:0003852	0.130568601035905	0.995449944949176	1	2	2-isopropylmalate synthase activity	MF	1	1
GO:0005315	0.132651417269712	0.995298167791027	1	2	inorganic phosphate transmembrane transporter activity	MF	1	1
GO:0006817	0.132651417269712	0.995298167791027	1	2	phosphate ion transport	BP	1	1
GO:0003746	0.136910512656998	0.97653024338816	2	9	translation elongation factor activity	MF	1	1
GO:0030686	0.141530326083356	0.994620996911283	1	2	90S preribosome	CC	1	1
GO:0004527	0.143921261067653	0.974083356621942	2	10	exonuclease activity	MF	1	1
GO:0006812	0.144122950898779	0.959136276046722	3	27	cation transport	BP	1	1
GO:0044407	0.147484470277373	0.973545344223167	2	9	single-species biofilm formation in or on host organism	BP	1	1
GO:0031120	0.149024982247782	0.994010968141878	1	2	snRNA pseudouridine synthesis	BP	1	1
GO:0035825	0.149478289150382	0.993972931664055	1	2	homologous recombination	BP	1	1
GO:0016279	0.156344365182165	0.993380773048889	1	2	protein-lysine N-methyltransferase activity	MF	1	1
GO:0006221	0.157214042240431	0.993303611671505	1	2	pyrimidine nucleotide biosynthetic process	BP	1	1
GO:0052155	0.157882220231962	0.993243997052262	1	2	modulation by symbiont of host cell-mediated immune response	BP	1	1
GO:0004806	0.158713176913807	0.96965585823841	2	10	triglyceride lipase activity	MF	1	1
GO:0015074	0.160284405566315	0.98860177858216	1	6	DNA integration	BP	1	1
GO:0046658	0.16570872352271	0.967462652538662	2	10	anchored component of plasma membrane	CC	1	1
GO:0044010	0.165947929864112	0.992501549178559	1	2	single-species biofilm formation	BP	1	1
GO:0044409	0.16598032195067	0.966892643522572	2	11	entry into host	BP	1	1
GO:0042542	0.168909444661089	0.992218284887641	1	2	response to hydrogen peroxide	BP	1	1
GO:0042744	0.168909444661089	0.992218284887641	1	2	hydrogen peroxide catabolic process	BP	1	1
GO:0046873	0.171011482872016	0.965252225265736	2	11	metal ion transmembrane transporter activity	MF	1	1
GO:0004067	0.171060725316486	0.992008900358155	1	2	asparaginase activity	MF	1	1
GO:0006528	0.171060725316486	0.992008900358155	1	2	asparagine metabolic process	BP	1	1
GO:0005666	0.171310354915615	0.991984406087803	1	2	RNA polymerase III complex	CC	1	1
GO:0006694	0.171345250217943	0.991980978793713	1	2	steroid biosynthetic process	BP	1	1
GO:0004449	0.171532011854995	0.991962622036642	1	2	isocitrate dehydrogenase (NAD+) activity	MF	1	1
GO:0051287	0.171750223679018	0.948995421391245	3	18	NAD binding	MF	1	1
GO:0006097	0.172615655630724	0.989254613014076	1	3	glyoxylate cycle	BP	1	1
GO:0005385	0.173059261314675	0.991811642783703	1	2	zinc ion transmembrane transporter activity	MF	1	1
GO:0071577	0.173059261314675	0.991811642783703	1	2	zinc ion transmembrane transport	BP	1	1
GO:0006865	0.173623146863765	0.964387701841398	2	11	amino acid transport	BP	1	1
GO:0008198	0.173670709495713	0.991750763510009	1	2	ferrous iron binding	MF	1	1
GO:0000154	0.173677082304626	0.991750127690285	1	2	rRNA modification	BP	1	1
GO:0000179	0.173677082304626	0.991750127690285	1	2	rRNA (adenine-N6,N6-)-dimethyltransferase activity	MF	1	1
GO:0008649	0.173677082304626	0.991750127690285	1	2	rRNA methyltransferase activity	MF	1	1
GO:0005853	0.175204111971865	0.991596996854074	1	2	eukaryotic translation elongation factor 1 complex	CC	1	1
GO:0008610	0.175516153075057	0.964934307378941	2	9	lipid biosynthetic process	BP	1	1
GO:0008374	0.17725194456106	0.988642724337879	1	3	O-acyltransferase activity	MF	1	1
GO:0008171	0.177767911607805	0.991336405126161	1	2	O-methyltransferase activity	MF	1	1
GO:0042256	0.183518220025015	0.990735907610433	1	2	mature ribosome assembly	BP	1	1
GO:0008379	0.185763645687345	0.990495365477135	1	2	thioredoxin peroxidase activity	MF	1	1
GO:0019740	0.185894314389672	0.985079320398618	1	5	nitrogen utilization	BP	1	1
GO:0016743	0.193903421485194	0.986291236656102	1	3	carboxyl- or carbamoyltransferase activity	MF	1	1
GO:0005933	0.194544933466512	0.986195770436255	1	3	cellular bud	CC	1	1
GO:0042493	0.201391994774792	0.934370213848927	3	22	response to drug	BP	1	1
GO:0008168	0.204732055432199	0.909210066869492	5	38	methyltransferase activity	MF	1	1
GO:0006679	0.205470947140233	0.984513431749363	1	3	glucosylceramide biosynthetic process	BP	1	1
GO:0006826	0.213738165312903	0.983168896333872	1	3	iron ion transport	BP	1	1
GO:0008237	0.216116743991192	0.94800068720814	2	13	metallopeptidase activity	MF	1	1
GO:0000742	0.217939402247411	0.980402868036719	1	4	karyogamy involved in conjugation with cellular fusion	BP	1	1
GO:0042123	0.219038161748223	0.982274043037134	1	3	glucanosyltransferase activity	MF	1	1
GO:0005092	0.220085101228588	0.982094212674631	1	3	GDP-dissociation inhibitor activity	MF	1	1
GO:0005507	0.220161024712079	0.946901460456814	2	12	copper ion binding	MF	1	1
GO:0016042	0.220655682714468	0.98199577786603	1	3	lipid catabolic process	BP	1	1
GO:0008757	0.223268431535429	0.981541174633073	1	3	S-adenosylmethionine-dependent methyltransferase activity	MF	1	1
GO:0006783	0.226709395797606	0.980932761085576	1	3	heme biosynthetic process	BP	1	1
GO:0007265	0.227222677211891	0.978598980550039	1	4	Ras protein signal transduction	BP	1	1
GO:0016274	0.229553041442875	0.980421592874857	1	3	protein-arginine N-methyltransferase activity	MF	1	1
GO:0042274	0.229642236676746	0.980405436351318	1	3	ribosomal small subunit biogenesis	BP	1	1
GO:0033014	0.233714284168796	0.979659842226785	1	3	tetrapyrrole biosynthetic process	BP	1	1
GO:0004371	0.23886029037353	0.976211746353728	1	4	glycerone kinase activity	MF	1	1
GO:0006400	0.242822365251673	0.977935051521756	1	3	tRNA modification	BP	1	1
GO:0003333	0.24750503285811	0.934458399705702	2	14	amino acid transmembrane transport	BP	1	1
GO:0015171	0.24750503285811	0.934458399705702	2	14	amino acid transmembrane transporter activity	MF	1	1
GO:0036164	0.252129391126958	0.933565908913956	2	12	cell-abiotic substrate adhesion	BP	1	1
GO:0015205	0.255674423648493	0.97251018584318	1	4	nucleobase transmembrane transporter activity	MF	1	1
GO:0015851	0.255674423648493	0.97251018584318	1	4	nucleobase transport	BP	1	1
GO:0051920	0.263809508196202	0.97365420606276	1	3	peroxiredoxin activity	MF	1	1
GO:0015299	0.26399859059884	0.968760725143486	1	5	solute:proton antiporter activity	MF	1	1
GO:0043022	0.265522240366894	0.973285623485215	1	3	ribosome binding	MF	1	1
GO:0045121	0.265658436689204	0.968340610481791	1	5	membrane raft	CC	1	1
GO:0005094	0.267506765652193	0.972854867537511	1	3	Rho GDP-dissociation inhibitor activity	MF	1	1
GO:0006396	0.26891087290266	0.897927556215256	3	26	RNA processing	BP	1	1
GO:0001403	0.275264797547224	0.965846361744937	1	5	invasive growth in response to glucose limitation	BP	1	1
GO:0070301	0.278327810153885	0.967037651679621	1	4	cellular response to hydrogen peroxide	BP	1	1
GO:0017150	0.284052976879915	0.965564069533867	1	4	tRNA dihydrouridine synthase activity	MF	1	1
GO:0030287	0.28513694818331	0.96528088740379	1	4	cell wall-bounded periplasmic space	CC	1	1
GO:0005381	0.303531493963077	0.960269349054428	1	4	iron ion transmembrane transporter activity	MF	1	1
GO:0033573	0.303531493963077	0.960269349054428	1	4	high-affinity iron permease complex	CC	1	1
GO:0030001	0.304290621278963	0.906347081338566	2	16	metal ion transport	BP	1	1
GO:0038032	0.305754437434779	0.957203367226132	1	5	termination of G protein-coupled receptor signaling pathway	BP	1	1
GO:0006633	0.313226404734727	0.902207128461782	2	15	fatty acid biosynthetic process	BP	1	1
GO:0006207	0.327473621670707	0.950348573258067	1	5	'de novo' pyrimidine nucleobase biosynthetic process	BP	1	1
GO:0031386	0.328628645931926	0.95278697800288	1	4	protein tag	MF	1	1
GO:0016209	0.334855822939138	0.950811680336786	1	4	antioxidant activity	MF	1	1
GO:0006164	0.336399923357417	0.947356870950863	1	5	purine nucleotide biosynthetic process	BP	1	1
GO:1900442	0.358179856672408	0.875411075193294	2	18	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	BP	1	1
GO:0070786	0.359560381198334	0.934116538067871	1	8	positive regulation of growth of unicellular organism as a thread of attached cells	BP	1	1
GO:0005215	0.365230655868195	0.835880798339374	3	31	transporter activity	MF	1	1
GO:0071216	0.381616377839151	0.716178244498648	16	214	cellular response to biotic stimulus	BP	1	1
GO:0016567	0.383773650163311	0.927149337553257	1	6	protein ubiquitination	BP	1	1
GO:0031589	0.383870738336566	0.925305983313564	1	7	cell-substrate adhesion	BP	1	1
GO:0016597	0.386333126644986	0.926071915989952	1	6	amino acid binding	MF	1	1
GO:0070122	0.389940439334385	0.924537035612162	1	6	isopeptidase activity	MF	1	1
GO:0004525	0.392015697021512	0.923645308646437	1	6	ribonuclease III activity	MF	1	1
GO:0000228	0.398649596401944	0.918806522066651	1	7	nuclear chromosome	CC	1	1
GO:0044114	0.400347860320731	0.848567390478106	2	19	development of symbiont in host	BP	1	1
GO:0036180	0.402010879434187	0.697639135716377	16	221	filamentous growth of a population of unicellular organisms in response to biotic stimulus	BP	1	1
GO:0009267	0.403696424606566	0.705998647769727	13	177	cellular response to starvation	BP	1	1
GO:0016020	0.416918468273553	0.668993861003315	23	298	membrane	CC	1	1
GO:0006520	0.424429710033336	0.832938022301827	2	18	cellular amino acid metabolic process	BP	1	1
GO:0036170	0.428599662633772	0.683283736151992	13	181	filamentous growth of a population of unicellular organisms in response to starvation	BP	1	1
GO:0042783	0.430650467847621	0.899536603173872	1	10	active evasion of host immune response	BP	1	1
GO:0019752	0.432967758629018	0.902408187724775	1	7	carboxylic acid metabolic process	BP	1	1
GO:0071244	0.433444427790772	0.900454659669643	1	8	cellular response to carbon dioxide	BP	1	1
GO:0032259	0.438210802439618	0.899736347110157	1	7	methylation	BP	1	1
GO:0030246	0.443044522542457	0.895443799250716	1	8	carbohydrate binding	MF	1	1
GO:0008138	0.452085128899026	0.890582786438112	1	8	protein tyrosine/serine/threonine phosphatase activity	MF	1	1
GO:0007186	0.454804018322891	0.890978407658652	1	7	G protein-coupled receptor signaling pathway	BP	1	1
GO:0004784	0.455135215192241	0.893337233022416	1	6	superoxide dismutase activity	MF	1	1
GO:0004499	0.464360994823583	0.883756734974226	1	8	N,N-dimethylaniline monooxygenase activity	MF	1	1
GO:0006879	0.468997284770866	0.88110991544747	1	8	cellular iron ion homeostasis	BP	1	1
GO:0005829	0.471970813157723	0.70790950844379	5	56	cytosol	CC	1	1
GO:0006810	0.472221711627686	0.691707259390474	6	87	transport	BP	1	1
GO:1900430	0.473045813273649	0.79498976850874	2	23	positive regulation of filamentous growth of a population of unicellular organisms	BP	1	1
GO:0060258	0.48217034350517	0.873379288856898	1	8	negative regulation of filamentous growth	BP	1	1
GO:0016311	0.482419197007734	0.870291445546066	1	10	dephosphorylation	BP	1	1
GO:0009987	0.48302867579183	0.871223890167304	1	9	cellular process	BP	1	1
GO:0000166	0.483640046852411	0.627403164180385	14	218	nucleotide binding	MF	1	1
GO:0008033	0.486139515841107	0.786301564184073	2	20	tRNA processing	BP	1	1
GO:0071470	0.497823987521602	0.860652580378505	1	10	cellular response to osmotic stress	BP	1	1
GO:0008152	0.50656557868857	0.599230288280382	16	205	metabolic process	BP	1	1
GO:0006807	0.511355944964105	0.851810498424821	1	10	nitrogen compound metabolic process	BP	1	1
GO:0016706	0.526833352706718	0.842799340151888	1	9	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	MF	1	1
GO:0005777	0.533042130118489	0.835592755403627	1	11	peroxisome	CC	1	1
GO:0030036	0.547189503564975	0.824138859393853	1	12	actin cytoskeleton organization	BP	1	1
GO:0042626	0.548776083841844	0.818414926889363	1	19	ATPase activity, coupled to transmembrane movement of substances	MF	1	1
GO:0006801	0.553111606322403	0.826031254822662	1	8	superoxide metabolic process	BP	1	1
GO:0004190	0.55973980145632	0.817152176301681	1	10	aspartic-type endopeptidase activity	MF	1	1
GO:0016829	0.569041959627216	0.811706422211857	1	9	lyase activity	MF	1	1
GO:0042910	0.569695409949074	0.806720123744281	1	12	xenobiotic transmembrane transporter activity	MF	1	1
GO:0000079	0.575681773700927	0.804624396252195	1	10	regulation of cyclin-dependent protein serine/threonine kinase activity	BP	1	1
GO:0010181	0.611912326448985	0.671608846109758	2	24	FMN binding	MF	1	1
GO:0007155	0.616388138464579	0.763741197747747	1	15	cell adhesion	BP	1	1
GO:0036244	0.616921134175107	0.615167084807791	3	46	cellular response to neutral pH	BP	1	1
GO:0007154	0.618785994428771	0.762403100555137	1	14	cell communication	BP	1	1
GO:0035091	0.618785994428771	0.762403100555137	1	14	phosphatidylinositol binding	MF	1	1
GO:0006413	0.620764366042119	0.762791042996831	1	12	translational initiation	BP	1	1
GO:0062040	0.628394415265375	0.538720601879257	6	71	fungal biofilm matrix	CC	1	1
GO:0051701	0.629171213343922	0.756389058401682	1	11	interaction with host	BP	1	1
GO:0044237	0.629194906570876	0.756366735923332	1	11	cellular metabolic process	BP	1	1
GO:0044011	0.633247163395649	0.531607736985019	6	93	single-species biofilm formation on inanimate substrate	BP	1	1
GO:0030428	0.641637637045508	0.738801609654383	1	16	cell septum	CC	1	1
GO:0017111	0.649448529717895	0.527693266059406	5	102	nucleoside-triphosphatase activity	MF	1	1
GO:0016021	0.656484262789554	0.426848526430636	24	347	integral component of membrane	CC	1	1
GO:0044117	0.658679341057618	0.720061745054003	1	18	growth of symbiont in host	BP	1	1
GO:0050660	0.667452853720558	0.608589961878864	2	33	flavin adenine dinucleotide binding	MF	1	1
GO:0044416	0.681823609211013	0.697503118636735	1	15	induction by symbiont of host defense response	BP	1	1
GO:0003743	0.689154031175663	0.690350634069484	1	14	translation initiation factor activity	MF	1	1
GO:0000920	0.697326056442321	0.677409821122429	1	18	septum digestion after cytokinesis	BP	1	1
GO:0033554	0.697547736697705	0.680750688256594	1	14	cellular response to stress	BP	1	1
GO:0006950	0.701064312854929	0.677926271315532	1	13	response to stress	BP	1	1
GO:1900445	0.702929976715873	0.565417802600554	2	39	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	BP	1	1
GO:0046983	0.704149857753708	0.673034487079751	1	14	protein dimerization activity	MF	1	1
GO:0070783	0.704265201831109	0.668573699344829	1	19	growth of unicellular organism as a thread of attached cells	BP	1	1
GO:0016620	0.745337178414468	0.618195555004894	1	17	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	MF	1	1
GO:0006099	0.74776178937819	0.614936937783918	1	17	tricarboxylic acid cycle	BP	1	1
GO:0036178	0.750475710378269	0.457295525733571	3	55	filamentous growth of a population of unicellular organisms in response to neutral pH	BP	1	1
GO:0005525	0.755775914493873	0.403494011248742	5	78	GTP binding	MF	1	1
GO:0016747	0.760069076198527	0.446371689651646	3	45	transferase activity, transferring acyl groups other than amino-acyl groups	MF	1	1
GO:0009405	0.762057822384787	0.327866846192682	15	246	pathogenesis	BP	1	1
GO:0003755	0.768207703079741	0.58854468245015	1	15	peptidyl-prolyl cis-trans isomerase activity	MF	1	1
GO:0005347	0.768381171562063	0.58720020164868	1	16	ATP transmembrane transporter activity	MF	1	1
GO:0071467	0.780221302102699	0.565941659971796	1	21	cellular response to pH	BP	1	1
GO:0051536	0.783344861573921	0.562581413340833	1	19	iron-sulfur cluster binding	MF	1	1
GO:0034599	0.810536209589646	0.374130646947095	3	57	cellular response to oxidative stress	BP	1	1
GO:0006470	0.817558202873765	0.506056120303607	1	22	protein dephosphorylation	BP	1	1
GO:0016791	0.824552426748303	0.495385045103262	1	20	phosphatase activity	MF	1	1
GO:0046872	0.827499785235755	0.34796128436447	3	66	metal ion binding	MF	1	1
GO:0001411	0.83171000309559	0.478526153403172	1	29	hyphal tip	CC	1	1
GO:0006629	0.832917003373378	0.478384727478727	1	24	lipid metabolic process	BP	1	1
GO:0005783	0.834774091800803	0.476745585720255	1	21	endoplasmic reticulum	CC	1	1
GO:0005506	0.836695541576729	0.37740610108176	2	38	iron ion binding	MF	1	1
GO:1900436	0.837119917192014	0.469950628487158	1	26	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation	BP	1	1
GO:0045454	0.838929650451977	0.469929686924936	1	20	cell redox homeostasis	BP	1	1
GO:0005975	0.84456792213779	0.29806451636061	4	80	carbohydrate metabolic process	BP	1	1
GO:0030447	0.855664684991984	0.20064901673158	22	390	filamentous growth	BP	1	1
GO:0050661	0.856487018186118	0.434627478351845	1	24	NADP binding	MF	1	1
GO:0008270	0.8602523647108	0.202377307791636	17	316	zinc ion binding	MF	1	1
GO:0005737	0.875814138871352	0.205302970749305	9	157	cytoplasm	CC	1	1
GO:0016787	0.899168842727217	0.198184041941827	5	103	hydrolase activity	MF	1	1
GO:0003824	0.899762257926411	0.148101152776749	19	319	catalytic activity	MF	1	1
GO:0003924	0.919550613415293	0.221982406699093	2	52	GTPase activity	MF	1	1
